format	download_at	full_price	name	publisher	release_date	pages	dimensions	ISBN-10	ISBN-13	customers_review	about	height	width	depth
CAPA COMUM	2024-04-09T11:09:40.260121	39.9	Undead Unluck Vol. 18	PANINI	2024-06-28	192	13.7 x 1.2 x 20 cm	652591583X	978-6525915838		Em uma zona de guerra repleta de Negadores, Fuuko decide apostar suas convicções contra as de Billy travando uma disputa de saque rápido de pistola! Qual será o resultado deste duelo?! Em seguida, a próxima missão da Union é salvar Phil e sua mãe depois deles terem sido deixados pra trás em uma estação espacial! Assim, Fuuko começa seus preparativos para viajar até o espaço!! Leia mais	20.0	13.7	1.2
CAPA COMUM	2024-04-08T21:38:29.685747	120.0	Mangá-Documentário: Virgem Depois dos 30 (exclusivo Amazon)	PIPOCA E NANQUIM	2019-05-8	244	22 x 15.6 x 2.2 cm	8593695221	978-8593695223	4.7	Um mangá totalmente improvável, mas absolutamente necessário. Um retrato nu e cru, sem maquiagem, de um problema real dos dias de hoje. No Japão, um em cada quatro homens solteiros acima dos trinta anos de idade nunca teve relações sexuais, o que representa mais de dois milhões de virgens! Neste mangá-documentário, acompanharemos de perto a vida de oito deles. Vidas muito reais de homens excluídos por uma sociedade individualista e egocêntrica, que tentam lidar com seus sofrimentos e desejos, com a esperança e a desilusão, com o orgulho e a vergonha, com a humilhação pública! Homens que são, ao mesmo tempo, vítimas e responsáveis pela sua condição de virgens de meia-idade, buscando a aceitação dos outros sem que eles próprios se aceitem como são. Este é o polêmico documentário do autor best-seller Atsuhiko Nakamura, que revelou o gravíssimo problema social por trás dos virgens de meia-idade existentes no Japão. O livro foi adaptado para o formato mangá por Bargain Sakuraichi, mangaká cultuado no meio artístico por seu traço meticuloso e realista. A edição da Pipoca & Nanquim tem 244 páginas, capa cartão impressa com tinta especial e sobrecapa, marca-página e extras com textos complementares do autor. (Alerta de gatilho emocional: automutilação e suicídio.) Leia mais	22.0	15.6	2.2
CAPA COMUM	2024-04-15T14:41:25.206839	59.9	Boa Noite Punpun - Vol. 2	EDITORA JBC	2024-05-20	432	19.6 x 13.4 x 2.6 cm	8545709609	978-8545709602	2.601	Depois que seu pai foi embora, Punpun começou a morar com a mãe e o tio Yuuichi. O garoto, agora no ginasial, está na mesma classe que seus amigos. Porém, ele não está mais falando com Aiko, a garota por quem era apaixonado desde pequeno. Ela começou a sair com um veterano do clube de badminton e, agora, a vida de Punpun virou um verdadeiro inferno!! AUTOR: Inio Asano No. PÁGINAS: 432 Leia mais	19.6	13.4	2.6
CAPA DURA	2024-04-09T11:10:06.523964	269.9	Conan, O Bárbaro: A Era Clássica Vol. 8 (Omnibus)	PANINI	2024-06-28	624	18.3 x 3.9 x 27.7 cm	652591664X	978-6525916644		No final da década de 1980, Val Semeiks assumiu as rédeas de Conan The Barbarian, injetando uma nova e poderosa energia na série. O trabalho de Semeiks intensificou a força da última metade da fase de Christopher Priest, que definiu uma era para as histórias de cimério. Justos, eles criaram um dos maiores épicos de Conan, uma história tremenda que culmina num enfrentamento com o Devorador de Almas. Quando o Devorador revela sua jogada final, invocando o poder dos Deuses Antigos, Conan precisa se aliar a um terrível inimigo: Thulsa Doom! Para além disso, essa edição imperdível inclui eventos como o retorno de Sonja, a aclamada “Trilogia Heku” e mais! Leia mais	27.7	18.3	3.9
CAPA COMUM	2024-04-09T11:10:18.519893	19.9	Berserk - 84	PANINI	2024-06-28	96	13 x 0.6 x 18 cm	6525916283	978-6525916286		Após Caska ser levada, Gatts e seus companheiros se veem diante de uma situação desoladora. Agora em Falconia, Caska deve se habituar à sua nova rotina, mas essa adaptação não ocorre como planejado...?! Nesse meio-tempo, Schierke se prepara para um ritual a fim de auxiliar Gatts mas algo inesperado acontece...! Leia mais	18.0	13.0	0.6
CAPA COMUM	2024-04-15T14:41:35.215223	41.9	Cavaleiros do Zodiaco The Lost Canvas Gaiden Especial Vol. 12	EDITORA JBC	2024-05-20	192	13.2 x 1 x 20 cm	6555946296	978-6555946291	362.0	Aspros, o Cavaleiro de Ouro de Gêmos, recebe a missão de proteger a Chris, uma garota frágil que teve o seu destino amaldiçoado pela Estrela Maligna e envolvida na batalha atrás dessa Estrela. E de destinos amaldiçoados, o Aspros é o Cavaleiro que mais compreende e mais resiste a ele! O que ambos desejam não é a luz e nem as trevas. O que buscam é um “eu” forte para poder lutar contra o destino! Leia mais	20.0	13.2	1.0
CAPA COMUM	2024-04-09T11:10:30.595821	34.9	Wolverine (2022) Vol. 19	PANINI	2024-06-28	128	17 x 0.8 x 26 cm	6525916720	978-6525916729		COLOSSUS agora lidera a X-Force, e vai conduzir a equipe a uma nova era! Mas ninguém está preparado para uma missão que promete fraturar a confiança e a colaboração da equipe para sempre! Em seguida, depois dos eventos turbulentos do Baile do Clube do Inferno, Magia, Miragem, Medula, Pó e Mary Tifoide se encontram presas em Vanaheim, supostamente destinadas a cumprir um papel numa profecia local! Para além disso, os Filhos da Gruta estão de volta e estão determinados a salvar a humanidade – custe o que custar! Por fim, Cristal, Dinamite, Wolverine e Jubileu estão tendo uma noite dos infernos, e ela ainda promete piorar! Leia mais	26.0	17.0	0.8
CAPA COMUM	2024-04-15T14:41:46.311949	57.9	Yona - A Princesa do Alvorecer - BIG - Vol. 04	EDITORA JBC	2024-05-20	384	13.2 x 1.9 x 20 cm	6555946121	978-6555946123		A princesa Yona vive uma vida ideal como a única princesa de seu reino. Muito querida por seu pai, o rei, e protegida por seu fiel guarda Hak, ela passa o tempo admirando o homem que ama, Su-won. Mas tudo muda em seu aniversário de 16 anos, quando uma tragédia atinge sua família! Yona cambaleia com o choque de testemunhar o assassinato de um ente querido e ter que lutar por sua vida. Com a ajuda de Hak, ela foge do palácio e luta para sobreviver enquanto se esconde das forças inimigas. Mas para onde irá esta princesa deslocada quando todos os caminhos diante dela são incertos? Leia mais	20.0	13.2	1.9
CAPA COMUM	2024-04-15T14:41:57.352183	76.9	Fullmetal Alchemist - Edição Especial de Aniversário de 20 anos	EDITORA JBC	2024-05-20	240	15 x 1.5 x 21 cm	6555946237	978-6555946239		"Um livro para comemorar o 20º aniversário da obra! Relembrando os 20 anos de progresso de ""Fullmetal Alchemist"", inclui mangás anedóticos e ilustrações desenhadas por Hiromu Arakawa para várias mídias, tudo de uma vez. ‼ Além disso, haverá uma “conversa sobre memória” de Hiromu Arakawa relembrando contribuições de diretores e membros do elenco de vários meios de comunicação, e uma novelização completamente nova retratando o episódio entre Havok e Ross antes do dia prometido! Leia mais"	21.0	15.0	1.5
CAPA DURA	2024-04-09T11:10:40.707761	389.9	Sociedade da Justiça da América por Geoff Johns Vol. 3 (Omnibus)	PANINI	2024-06-28	960	18.3 x 6 x 27.7 cm	652591633X	978-6525916330		Quando Adão Negro finalmente resolveu tomar uma atitude e deixar a Sociedade da Justiça, o descontente Esmaga-Átomo foi junto. Agora, acompanhados pelo novo Eclipso, Nêmese, Onda Mental e Bóreas, eles partem para a terra natal de Adão, a complicada e turbulenta nação de Kahndaq, ondem pretendem aplicar sua justiça implacável e corrigir problemas que persistem há milênios. A questão é que a população parece não concordar com essa ajuda não solicitada. Cabe então ao Gavião Negro assumir o comando da SJA e partir para a nada agradável resolução. E durante os eventos de Crise de Identidade e Crise Infinita, a primeira equipe do Universo DC não teria como sair intacta! O Espectro descontrolado! Uma guerra intergaláctica em que membros da Sociedade são recrutados! Todos os heróis com poderes baseados em magia ficam vulneráveis! Omacs atacam! São momentos cruciais para a Sociedade da Justiça... e talvez sejam os derradeiros! Leia mais	27.7	18.3	6.0
CAPA COMUM	2024-04-15T14:42:09.382870	58.75	Boa Noite Punpun - Vol. 3	EDITORA JBC	2024-05-20	448	20 x 13 x 2.6 cm	8545710607	978-8545710608	1.999	Depois de um ginásio sem muitas emoções, Punpun agora é um estudante colegial. Porém, o tio Yuuichi continua desaparecido!! O que o garoto, sua mãe e Midori farão?! Enquanto planejavam sua mudança e procuravam pelo tio, um incidente faz a vida de Punpun se transformar aos poucos… Leia mais	20.0	13.0	2.6
CAPA COMUM	2024-04-09T11:10:49.811707	40.9	Erros Divinos 03	PANINI	2024-06-28	178	13.7 x 1.1 x 20 cm	6525916038	978-6525916033		Kon descobriu um segredo sobre ele, mas apesar do pequeno susto que levou, continua vivendo alegre ao lado dos seus amigos da pensão e da escola. Até que um dia, um outro adulto além da Kasane aparece atrás do seu segredo… Leia mais	20.0	13.7	1.1
CAPA COMUM	2024-04-15T14:42:20.422110	59.9	Boa Noite Punpun - Vol. 7	EDITORA JBC	2024-05-20	376	20 x 13.2 x 2.4 cm	8545712278	978-8545712275	1.497	Punpun e Aiko abandonam tudo e fogem para outra cidade. Qual o destino reservado para o casal que apenas quer ser feliz? Eis o volume final de Boa Noite Punpun. Leia mais	20.0	13.2	2.4
CAPA COMUM	2024-04-09T11:11:02.843630	31.9	Sr. Tira-Teima (Lendas Marvel)	PANINI	2024-06-28	112	17 x 0.7 x 26 cm	6525916704	978-6525916705		Os shorts rasgados do Hulk ficaram no passado – ele agora prefere a elegância de um tradicional terno listrado, e substituiu sua alcunha de “monstro” por “mafioso” quando decidiu emprestar sua força descomunal aos cassinos da glamourosa Las Vegas. Mas, é claro, os chefões locais tem suas próprias ideias sobre quem é mais poderoso ali, e, quando o Rei do Crime decidir confrontar o recém-chegado, vai caber ao Homem-Aranha impedir que os dois destruam a cidade completamente! Leia mais	26.0	17.0	0.7
CAPA COMUM	2024-04-15T14:42:29.469294	59.9	Boa Noite Punpun - Vol. 6	EDITORA JBC	2024-05-20	392	20 x 13.2 x 2.6 cm	8545711190	978-8545711193	1.425	Depois de finalmente se encontrar com a garota por quem era apaixonado desde pequeno, Punpun se sente realizado. Porém, esse encontro abriu as portas para um futuro de desespero, do qual eles não podem escapar. Leia mais	20.0	13.2	2.6
CAPA COMUM	2024-04-09T11:11:18.927535	39.9	Superboy: O Homem do Amanhã	PANINI	2024-06-28	144	17 x 0.9 x 26 cm	652591650X	978-6525916507		Conner Kent está de volta ao Universo DC! Mas, após os eventos da Crise Sombria, ele sente que não se encaixa com o resto da família Superman – ou com a comunidade de heróis em geral. Então, o que um super-herói deve fazer nesse caso? Levar a luta pela verdade e justiça para as estrelas, é claro! Usando sua confiança, Superboy embarca em uma jornada para traçar seu próprio caminho como herói. Quais ameaças inesperadas o aguardam nos confins do espaço enquanto ele vai em busca de sua missão de vida? Leia mais	26.0	17.0	0.9
CAPA COMUM	2024-04-15T14:42:39.492203	59.9	Boa Noite Punpun - Vol. 5	EDITORA JBC	2024-05-20	448	20 x 13.2 x 2.6 cm	8545711182	978-8545711186	1.395	Ao encontrar a felicidade, Punpun finalmente acha o seu lugar. Nessa hora, um incidente e o reencontro com uma certa pessoa fazem a vida do jovem entrar em colapso mais uma vez, e sua alegria começa a ruir aos poucos… Leia mais	20.0	13.2	2.6
CAPA COMUM	2024-04-09T11:11:31.027464	34.9	Corporação Batman (2023) Vol. 2	PANINI	2024-06-28	128	17 x 0.8 x 26 cm	6525916585	978-6525916583		Após muitos percalços e desconfianças, a nova Corporação Batman liderada pelo Criador de Fantasmas finalmente começou a se entender. No entanto, neste segundo volume, os membros se deparam com uma novidade terrível: o Coringa não será mais exclusividade de Gotham City. O Príncipe Palhaço do Crime reuniu diversos Coringas pelo mundo para se opor à Corporação Batman, criando, assim, a Corporação Coringa! Leia mais	26.0	17.0	0.8
CAPA COMUM	2024-04-09T11:11:34.171446	44.9	A Gancho Vol. 02	PANINI	2024-06-28	152	17 x 1 x 26 cm	6525916518	978-6525916514		A Gancho saiu da cadeia e está de volta às ruas de Gotham City! Agora, ela deseja ser a rainha do crime… e, com a ajuda da Gangue Royal Flush, não tem nada que vá ficar no caminho dela – exceto os vários inimigos raivosos que ela fez pelo caminho, e todos eles querem vingança. Pior ainda, ela se meteu com o Batman e com a Mulher-Gato! Mas qual o objetivo de ser uma inimiga pública se não for para ser a mais odiada? Leia mais	26.0	17.0	1.0
CAPA COMUM	2024-04-15T14:42:49.556210	49.9	Angustia	EDITORA JBC	2024-05-17	120	15 x 1 x 21 cm	6555945885	978-6555945881		Histórias sobrenaturais que aconteceram de verdade… Contadas pelo colecionador de histórias sobrenaturais Hirokatsu Kihara, e ilustradas pelo Príncipe dos mangás de terror, Junji Ito. Esse time assustador está lançando uma coletânea de histórias e imagens que vão te fazer gritar. Além de um mangá completo, para comemorar esta publicação. Leia mais	21.0	15.0	1.0
CAPA DURA	2024-04-09T11:11:37.299427	44.9	As Melhores Histórias do Cebolinha Vol. 2	PANINI	2024-06-26	160	17 x 1 x 26 cm	6525916380	978-6525916385		Mais do que uma seleção das melhores histórias do Cebolinha, esta edição é uma verdadeira celebração dos mais de 60 anos de aventuras e confusões em que o garoto com os piores planos infalíveis se mete! O Cebolinha vive grandes aventuras ao lado de toda a turma! Leia mais	26.0	17.0	1.0
CAPA COMUM	2024-04-15T14:43:00.603171	79.9	Shaman King Big Vol. 08	EDITORA JBC	2024-05-17	384	15 x 2.4 x 21 cm	6555946261	978-6555946260		Ah, Faust e Ryu revelam suas novas e formidáveis Over Souls enquanto enfrentam os Homens do Gelo. Enquanto isso, Manta, ainda em choque com a morte brutal dos Nilos, está ansioso pela segurança de Yoh contra a equipe Shaman de arrepiar os ossos que, tendo lutado contra as forças mais frias da natureza no norte da Europa, estão confiantes de que podem ultrapassar a Equipe Funbari com facilidade. .Yoh Asakura, um dos poucos talentosos que conseguem canalizar espíritos que não são vistos a olho nu, está treinando para o maior evento esportivo xamã, que acontece apenas uma vez a cada 500 anos, mas infelizmente para Yoh, todos os xamãs do mundo estão competindo. pelo mesmo prêmio: tornar-se o próximo Rei Xamã. Leia mais	21.0	15.0	2.4
CAPA COMUM	2024-04-09T11:11:40.335409	40.9	Berserk - Edição de Luxo Vol. 42	PANINI	2024-06-21	184	13.7 x 1.2 x 20 cm	6525916240	978-6525916248		Guts e Caska levam uma vida tranquila na Ilha dos Elfos, escapando do destino da marca. Contudo, quando o menino de cabelos pretos altera sua aparência inocente, o breve período de paz entra em colapso. Os gritos desesperados de Caska e os golpes de espada de Guts reencontram a calamidade e confrontam o pânico. A escuridão engole e atrai tudo para si!! Leia mais	20.0	13.7	1.2
CAPA COMUM	2024-04-15T14:43:05.227596	42.9	Cherry Magic Vol. 02	EDITORA JBC	2024-05-17	128	13 x 1.1 x 18 cm	6555946199	978-6555946192		O empresário Adachi fez trinta anos virgem e agora é um bruxo que pode ler a mente de qualquer pessoa que toca... e foi assim que ele descobriu que seu lindo colega de trabalho Kurosawa estava apaixonado por ele! O inexperiente Adachi ficou inicialmente perplexo com os sentimentos intensos de Kurosawa, mas depois de ser exposto ao afeto genuíno de Kurosawa, Adachi encontra Kurosawa em sua mente com muito mais frequência do que gostaria de admitir atualmente! Será que a próxima viagem de negócios da equipe se transformará em uma viagem a dois para Kurosawa e Adachi?! Leia mais	18.0	13.0	1.1
CAPA COMUM	2024-04-15T14:43:08.460635	62.9	Blade - A Lâmina do Imortal - Nova Edição - Vol. 01	EDITORA JBC	2024-05-16	448	13.5 x 2.2 x 20.5 cm	6555946288	978-6555946284		Após ser encontrado quase morto, Manji é salvo por uma monja que acaba lhe dando vida eterna. Querendo sua mortalidade de volta, o samurai faz um acordo com ela: matar um determinado número de criminosos, e só então ela cumprirá sua parte no acordo. A morte e a espada andam lado a lado. Mas como um samurai imortal irá expiar os pecados cometidos pela sua espada? Lavando sua espada em sangue derramado de forma justa! Leia mais	20.5	13.5	2.2
